Applicant_ID,Full_Name,Employer_Name,Age,Employment_Type,Monthly_Net_Income,Total_Existing_EMIs,Is_First_Loan,CIBIL_Score,Requested_Loan_Amount,Requested_Tenure_Months,Average_Monthly_Bank_Balance,Number_of_Bounced_Transactions_Last_6M,Default_Probability,Default
APP00397,Jennifer Collins,Haynes-Watson,46,Salaried,36665.05,3458.54,0,719.0,1075770.69,48,60859.64,1,0.0212,0
APP00398,Gary Jackson,Ramirez-White,40,Salaried,95482.39,13865.48,0,750.0,2020490.25,36,229238.86,3,0.0177,0
APP00399,Ashley Hicks,Krause Ltd,43,Salaried,121256.08,13332.72,0,737.0,3710434.37,48,178984.94,1,0.0055,0
APP00400,Hannah Luna,Olsen Ltd,31,Salaried,61982.2,8069.4,0,667.0,3567615.03,48,52074.86,0,0.0274,0
APP00401,Robin Young,Brock-Peters,36,Self-Employed,15523.76,1851.36,0,829.0,987175.33,60,18718.35,0,0.0054,0
APP00402,Craig Morrison,Gonzalez-Marsh,40,Salaried,97103.58,4019.25,0,711.0,1832024.12,12,110594.85,1,0.0026,0
APP00403,Mary Thompson,"Hernandez, Shaffer and Thompson",46,Salaried,35831.86,12323.65,0,641.0,1766609.5,24,65352.63,2,0.9075,1
APP00404,Kathleen Webster,Taylor-Barry,34,Self-Employed,74167.7,11701.31,1,,3414474.09,24,64708.76,0,0.0136,0
APP00405,Joann Glass,"Holmes, Le and Floyd",43,Self-Employed,35729.52,4059.6,0,741.0,1862503.73,60,71171.49,2,0.0618,1
APP00406,Madison Weber,King-Garrison,35,Salaried,39489.15,5746.75,0,719.0,2063836.37,60,60962.23,1,0.0379,0
APP00407,Lori Hernandez,Ross Ltd,37,Salaried,55901.16,6996.46,0,707.0,3888934.31,36,136203.18,2,0.1054,0
APP00408,Jeremy Turner,Brown LLC,46,Salaried,69637.49,4563.25,0,701.0,2283535.21,24,115346.7,1,0.0147,0
APP00409,Anthony Romero,Combs-Davis,21,Salaried,41158.87,2483.75,0,706.0,1234190.53,24,112745.94,0,0.0011,0
APP00410,Jesse Brown,"Cook, Ward and Castro",25,Salaried,75983.68,4969.95,0,718.0,3561622.29,48,202207.64,0,0.0016,0
APP00411,Angela Lin,Cooper-Jenkins,23,Salaried,46347.19,5815.33,0,759.0,1750306.79,48,41841.78,0,0.0014,0
APP00412,Lisa Hunter,Dillon-Mccarty,21,Self-Employed,99301.1,16281.35,0,734.0,4014272.29,60,201958.25,2,0.0044,0
APP00413,Julian Conner,Ray Ltd,31,Salaried,71781.23,11379.96,0,712.0,1159742.06,24,68507.67,0,0.0033,0
APP00414,Joanna Pacheco,"Ryan, Krause and Mitchell",45,Salaried,54648.25,6462.44,0,774.0,1141849.48,36,131538.17,1,0.0048,0
APP00415,Erica Alvarez,Nunez-Freeman,35,Salaried,45072.87,4611.76,0,730.0,3070476.67,36,89353.42,0,0.0141,0
APP00416,Antonio Garcia,"Griffin, Miller and Austin",40,Self-Employed,20277.95,2330.25,0,658.0,326424.11,12,23609.97,3,0.2116,1
APP00417,Gwendolyn Klein,Welch-Thomas,49,Salaried,86195.4,11247.5,0,712.0,4086415.07,36,90466.59,2,0.0807,0
APP00418,Carrie Wright,Davidson LLC,51,Self-Employed,53638.41,5637.47,0,638.0,3072113.32,36,79987.34,1,0.2782,1
APP00419,Jeffrey Mills,Welch-Duncan,37,Self-Employed,11782.29,1564.91,0,684.0,149774.25,36,27519.46,4,0.3124,1
APP00420,Jake Campbell,Miller LLC,52,Salaried,59425.01,14558.38,0,606.0,1507308.84,12,129864.17,1,0.5558,1
APP00421,George Harper,Edwards Ltd,39,Salaried,46566.66,8254.15,0,617.0,1612338.92,24,24760.97,3,0.5327,1
APP00422,Maria Jones,Page-Jacobs,30,Salaried,126851.96,26291.07,0,553.0,5379670.79,48,142783.21,3,0.6248,1
APP00423,Michael Mitchell,Nelson-Wallace,32,Salaried,29779.01,3083.75,0,724.0,967690.41,36,43968.82,0,0.0054,0
APP00424,Mary Escobar,Adkins-Meyer,23,Self-Employed,18777.07,3914.15,0,800.0,956502.92,12,33033.71,1,0.0117,0
APP00425,Felicia Aguilar,Gutierrez-White,29,Salaried,101509.08,28442.2,0,671.0,2596993.07,36,76273.76,2,0.1042,0
APP00426,Gregory Ponce,Martinez and Sons,34,Self-Employed,154455.09,58133.18,0,717.0,2089619.29,12,167795.84,1,0.0471,0
APP00427,Jenna Larson,"King, Manning and Brady",46,Salaried,54084.34,10031.7,0,833.0,654110.18,24,133171.51,2,0.0049,0
APP00428,Emily Bennett,Jackson Inc,55,Salaried,56903.01,5920.22,0,759.0,1862476.63,12,91237.34,0,0.0084,0
APP00429,Robin Santiago,Brown Group,24,Salaried,75842.29,15555.98,0,643.0,2555867.44,36,160656.11,2,0.0896,0
APP00430,Nancy Jennings,"Brown, Wise and Warren",42,Salaried,25380.34,4493.3,0,671.0,1749117.93,36,39603.64,1,0.4048,1
APP00431,Maria Henderson,Garcia PLC,28,Salaried,26301.9,10695.13,0,674.0,386291.94,12,34835.68,1,0.342,1
APP00432,Jack White,Miller Group,43,Salaried,64468.85,13867.72,0,650.0,2823987.11,48,118223.68,2,0.3896,0
APP00433,Travis Tucker,Perez-Rojas,37,Salaried,136988.27,11369.97,0,704.0,6393078.13,60,150790.18,0,0.0038,0
APP00434,Chad Jones,Sims-Anderson,21,Self-Employed,36855.76,12032.67,1,,1988607.9,36,34679.1,0,0.0827,0
APP00435,Ashley Wise,Johnson Ltd,47,Salaried,79139.21,18787.33,0,761.0,3982607.7,60,207380.34,1,0.0593,0
APP00436,Sophia Johnson,Dalton-Nguyen,32,Self-Employed,128817.49,748.44,0,650.0,1608720.41,24,343262.07,0,0.001,0
APP00437,Ralph Anderson,Mcdonald-Pitts,33,Salaried,167493.7,36332.31,0,653.0,8359855.3,84,350081.6,1,0.0719,0
APP00438,Christopher Guerra,Dunn-Taylor,27,Salaried,46243.88,9875.0,0,675.0,1449434.62,36,34815.55,1,0.0488,0
APP00439,Rhonda Martin,"Ryan, Garza and Bryant",31,Salaried,62772.6,25644.55,1,,3664170.59,84,28749.5,3,0.7711,1
APP00440,Jason Rhodes,"Fields, Elliott and Mills",42,Salaried,164201.56,12065.0,0,808.0,3826212.15,48,148446.61,0,0.0002,0
APP00441,Jeremy Mitchell,"Ferguson, Stout and Olson",36,Salaried,33963.43,5117.7,0,860.0,1867049.19,36,89324.91,2,0.006,0
APP00442,Joann Ferguson,Ballard Group,41,Salaried,113534.75,13366.54,0,704.0,5623344.23,36,271480.16,0,0.0107,0
APP00443,Robert Harrison,Diaz-Green,42,Self-Employed,32234.55,1815.19,0,717.0,1648392.69,24,56629.42,0,0.0127,1
APP00444,Holly Valentine,Smith-Mills,51,Salaried,79193.92,10251.73,0,736.0,1786366.18,12,216423.25,2,0.0275,0
APP00445,Mrs. Diane Reyes,Cooper Group,35,Salaried,59666.75,15504.54,0,655.0,3111647.46,24,44981.58,1,0.2809,0
APP00446,Tracy Montoya,"Smith, Weeks and Arroyo",23,Salaried,36810.63,6293.86,0,686.0,2069446.15,48,63889.54,2,0.0942,0
APP00447,Brenda Wright,Evans-Cannon,49,Salaried,48588.7,17990.27,1,,2009853.01,60,37932.83,3,0.841,1
APP00448,Shelly Spencer,Harper-Robles,35,Salaried,75364.78,3424.77,0,571.0,2443472.33,12,93249.2,1,0.0619,0
APP00449,Ryan Rosales,"Brooks, Jenkins and Castro",49,Salaried,118365.77,35539.38,0,682.0,2603252.92,48,286732.8,2,0.2903,0
APP00450,Phillip Nelson,Wright-Espinoza,42,Salaried,68223.46,23873.88,0,657.0,2005608.27,48,150324.22,2,0.6057,0
APP00451,Brittany Kim,"Price, Gray and Baker",37,Salaried,70386.08,8173.2,0,794.0,4070405.89,120,50022.76,1,0.0047,0
APP00452,Courtney Hayes,Garrett-Black,41,Self-Employed,96951.33,31946.73,0,626.0,3544932.7,60,91007.86,5,0.9419,0
APP00453,Alexander Brown,"Aguirre, Cohen and Mitchell",58,Salaried,48840.43,6921.32,1,,2645334.21,24,90136.41,0,0.1121,0
APP00454,Cynthia Vang,"Patel, Adams and Lopez",59,Self-Employed,115383.51,25439.19,0,686.0,6508262.49,36,67078.75,1,0.3362,1
APP00455,Alfred Galvan,White LLC,39,Salaried,100993.33,29019.71,0,551.0,5297121.74,60,162174.82,2,0.8891,1
APP00456,Marie Moody,Walsh PLC,40,Salaried,228086.23,48472.1,1,,11954524.9,36,399796.79,0,0.0185,0
APP00457,Dustin Gallegos,Nelson-Dean,49,Self-Employed,52836.58,3397.02,1,,2570420.08,84,62767.79,0,0.0192,0
APP00458,Brenda Thornton,Flores and Sons,30,Salaried,50796.58,5844.46,0,718.0,2189602.76,84,59019.85,0,0.0052,0
APP00459,Aaron Miller,Booker Inc,41,Self-Employed,111348.33,17765.07,0,751.0,2657773.38,84,109914.87,2,0.0109,0
APP00460,Ruben Dunn,Compton LLC,38,Salaried,99789.77,30819.66,0,586.0,6243666.36,48,239570.75,0,0.6342,1
APP00461,Kelsey Rodriguez,Martinez-Gonzales,41,Salaried,56199.52,4233.93,1,,3925865.32,84,79619.14,1,0.0475,0
APP00462,Eric Williams,Hall and Sons,30,Self-Employed,42795.88,12000.42,0,649.0,1711366.23,36,72236.25,2,0.4054,1
APP00463,Riley Bryant,Snyder LLC,22,Salaried,71216.94,28923.08,0,686.0,4842347.61,24,71167.66,4,0.8486,1
APP00464,Taylor Carlson,Collins-Lloyd,21,Salaried,37898.83,5884.29,0,767.0,2724155.58,24,78885.36,0,0.0044,0
APP00465,Jose Allen,Ford-Moody,27,Salaried,49837.64,749.76,0,786.0,2051903.23,24,37275.29,0,0.0003,0
APP00466,Jeffrey Mendez,Miller-Christensen,33,Salaried,67570.02,21123.64,0,766.0,3747522.57,48,38714.49,2,0.1208,0
APP00467,Jason Beck,Brown Group,35,Self-Employed,121486.17,14950.78,0,709.0,6150531.48,120,269146.32,0,0.0063,0
APP00468,William Jones,Daniels and Sons,57,Salaried,57611.23,6771.05,0,812.0,1511481.87,48,125623.06,0,0.0031,0
APP00469,Katie Mcneil,Huang LLC,49,Salaried,33006.81,12580.08,0,585.0,489338.06,12,31058.34,3,0.9747,1
APP00470,Jeanette Harrison,Clayton-Martinez,28,Self-Employed,14443.58,935.68,0,675.0,566207.43,24,19392.97,0,0.0165,0
APP00471,Veronica King,"Wright, Wise and Ramos",41,Salaried,40567.27,1353.66,0,760.0,2402892.67,24,115409.08,2,0.0165,0
APP00472,Richard Cooper,"Vang, Gonzalez and Moss",34,Self-Employed,23830.15,3201.5,0,625.0,750842.42,12,16912.7,1,0.1398,0
APP00473,Lori Ingram,Boyd and Sons,35,Salaried,62077.2,28720.14,0,655.0,3666671.71,24,45706.69,4,0.979,1
APP00474,Evelyn Williams,Price-Ali,40,Salaried,41392.34,3842.37,0,742.0,2122934.5,48,62170.86,0,0.0084,0
APP00475,Robin Thompson,Moore-Chandler,44,Self-Employed,41119.75,9394.79,1,,2209466.2,48,43897.95,2,0.3765,1
APP00476,Julie Dominguez,"Pineda, Meyer and King",35,Salaried,46974.97,7202.66,0,723.0,1369059.81,48,92061.48,0,0.0072,0
APP00477,Robin Brown,"Evans, Ward and Williams",49,Salaried,62026.29,12424.23,0,693.0,2493633.33,60,124270.5,2,0.237,0
APP00478,Judith Carter,"Robinson, Rodriguez and Chen",27,Salaried,108705.0,13819.34,0,731.0,2489586.79,24,184857.29,2,0.0037,0
APP00479,Curtis Williams,Smith-Bauer,38,Self-Employed,99735.52,10800.72,0,679.0,2672396.49,48,191311.07,1,0.0125,0
APP00480,Kaylee Hays,"Wilson, Mccormick and Smith",64,Self-Employed,69530.63,14726.0,1,,1209207.31,12,98445.67,4,0.5986,0
APP00481,Dawn Mullins,Perkins Ltd,40,Salaried,57433.63,5055.05,0,765.0,1126067.04,24,131827.82,0,0.0013,0
APP00482,Howard Norman,Barker-Moore,52,Salaried,62229.69,17923.87,1,,1532767.6,24,32240.11,0,0.1276,0
APP00483,Evelyn Martinez,Wright Group,39,Self-Employed,79874.96,6989.6,0,712.0,3739270.67,24,97936.81,0,0.0065,0
APP00484,Steve Paul,Parks LLC,44,Salaried,96216.73,41916.77,0,635.0,3701714.34,36,166401.85,3,0.9415,1
APP00485,Jasmine Beltran,"Brown, Kelly and Moore",37,Salaried,45332.16,10047.44,0,797.0,1270042.57,12,53372.92,1,0.0087,0
APP00486,Jonathan Glass MD,"Moody, Martinez and Hall",36,Salaried,68490.18,20604.59,0,663.0,4360546.91,36,40518.45,1,0.4522,0
APP00487,Monica Miller,"Kramer, Sherman and Trujillo",30,Salaried,25021.54,4886.17,0,647.0,1088658.69,60,30763.9,3,0.4849,1
APP00488,Samantha Gardner,Quinn-Smith,42,Self-Employed,76253.2,11018.29,0,611.0,5138441.16,48,161207.08,1,0.3676,1
APP00489,Bobby Guerrero,Howard-Taylor,29,Self-Employed,95474.21,11686.29,0,729.0,4783057.22,60,72149.62,0,0.0033,0
APP00490,Lance Simmons,Washington Group,45,Self-Employed,55894.15,12069.29,0,727.0,723675.82,120,115254.15,2,0.0549,0
APP00491,Heather Williams,"Phillips, Terry and Lopez",49,Salaried,171267.06,26444.38,1,,11442102.16,60,385414.42,1,0.0727,0
APP00492,Heather Bolton,Stephens LLC,42,Salaried,48648.09,15015.35,0,665.0,3086614.3,36,85911.55,3,0.8729,1
APP00493,William Gould,"Mcdonald, Dillon and George",35,Salaried,73391.03,21173.56,0,764.0,3678084.96,120,69749.47,0,0.0233,0
APP00494,Mark Cox,"Martin, Schmidt and Cole",43,Salaried,71980.19,19881.17,0,737.0,3173348.57,24,155920.32,1,0.0923,0
APP00495,Meghan Cisneros,Weaver-Gibson,35,Salaried,63613.11,17924.21,0,745.0,2492079.52,24,56624.25,2,0.0883,0
APP00496,Lawrence Harrington,"Hunter, Gross and Andrade",47,Salaried,71832.85,17389.52,1,,2940153.94,36,174548.57,0,0.0823,0
APP00497,Austin Osborne,"Vincent, Parsons and Allen",21,Salaried,57715.77,8638.53,0,777.0,3356358.94,36,121029.28,3,0.0132,0
APP00498,James Bradley,"Brown, Coffey and Fuentes",35,Salaried,97469.06,10669.46,0,693.0,4170554.44,84,58671.12,2,0.0256,0
APP00499,Meghan Rush,Warren Group,21,Self-Employed,131162.68,16005.5,0,637.0,2959224.39,12,307680.33,1,0.0053,0
APP00500,Phillip Berry,"Moore, Campbell and Ortiz",23,Salaried,56592.66,13685.6,0,694.0,876657.39,36,87862.44,4,0.1169,0
APP00501,Jennifer Banks,Rodriguez-Mills,52,Salaried,109145.2,8263.2,0,785.0,2136100.07,48,171342.53,0,0.0009,0
APP00502,Brian Fitzgerald,Williams and Sons,47,Self-Employed,42066.0,10299.53,0,807.0,1139419.37,84,57267.35,0,0.01,0
APP00503,Mr. Justin Green III,Russo and Sons,31,Self-Employed,98293.09,5803.54,0,818.0,3348260.58,24,192363.77,0,0.0001,0
APP00504,Zachary Mitchell,Washington Inc,23,Self-Employed,30210.45,7178.1,0,831.0,1980142.46,24,61533.92,0,0.0048,0
APP00505,Katherine Martinez,Duncan Group,21,Salaried,89848.97,17249.64,0,743.0,2367092.15,84,222549.42,1,0.0011,0
APP00506,Jodi Roach,"Burns, Hanson and Garza",33,Self-Employed,277268.42,27111.42,0,704.0,8644096.24,60,311803.89,3,0.0081,0
APP00507,Brandon Fleming,Diaz PLC,62,Salaried,71582.4,4263.54,0,643.0,1816823.64,12,144244.83,1,0.1024,0
APP00508,Emma Reed,"Jones, Conrad and Clark",42,Salaried,26964.61,9889.42,0,683.0,1206518.26,12,48792.94,2,0.8172,1
APP00509,Joshua Vance,Hebert-Collier,32,Salaried,50069.97,9885.9,0,687.0,2454690.44,60,98692.47,0,0.0405,0
APP00510,Michelle Ho,Owen-Brown,43,Salaried,127339.4,11373.51,0,719.0,5593720.7,60,210763.4,2,0.0177,0
APP00511,Rebecca Hicks,"Paul, Zamora and Short",22,Salaried,71600.81,26084.56,0,654.0,4948431.98,60,86523.53,3,0.7767,1
APP00512,Curtis Taylor,"Brown, Jensen and Rice",35,Salaried,74437.86,22593.01,0,718.0,5338882.79,84,151914.75,1,0.235,0
APP00513,Allison Spencer,"Jones, Torres and Blackburn",39,Self-Employed,128651.57,32986.17,0,706.0,8007757.47,36,140200.86,0,0.0623,0
APP00514,Robert Arnold,"Davis, Hardy and Schmidt",37,Salaried,84812.98,6105.78,0,765.0,5115729.79,36,83406.16,2,0.0094,0
APP00515,Angelica Parker,Lee Ltd,46,Salaried,130812.27,13698.36,0,571.0,4442798.96,60,231138.23,0,0.0938,0
APP00516,Dr. Kelly Hammond DVM,Hudson and Sons,41,Salaried,108141.23,2074.65,1,,5059605.08,84,125207.38,0,0.0032,0
APP00517,William Day,"Curry, Perry and Garcia",45,Salaried,148351.3,12179.66,0,780.0,4908698.91,48,82950.23,2,0.0032,0
APP00518,Michael Cooper,"Ray, Craig and Park",31,Salaried,74332.88,11272.67,0,824.0,4390200.22,60,43205.96,1,0.0026,0
APP00519,Penny Bowman,Andrade-Jackson,47,Salaried,113653.42,21711.02,1,,2535592.85,24,230013.03,1,0.031,0
APP00520,Vincent Reynolds,Pierce PLC,54,Salaried,65863.19,16727.1,0,813.0,1646599.73,12,168638.66,0,0.0107,0
APP00521,Amy Martinez,Sandoval-Ferguson,28,Self-Employed,36264.73,3456.66,0,746.0,519370.63,60,56526.46,0,0.001,0
APP00522,Christopher Morris,"Ramos, Gomez and Edwards",29,Self-Employed,184950.65,5306.58,0,746.0,8976835.16,36,158170.82,0,0.0004,0
APP00523,Hannah Everett,Kirk-Gutierrez,51,Salaried,83352.53,5398.66,0,757.0,4443714.97,12,205279.18,1,0.0118,0
APP00524,Sarah King,"Jordan, Swanson and Franklin",36,Salaried,96782.9,25497.27,0,710.0,1180919.46,36,96941.06,0,0.0117,0
APP00525,Krista Martinez,"Gardner, Brooks and Pierce",52,Self-Employed,74970.5,25075.8,0,608.0,3197277.99,36,186615.19,3,0.9562,1
APP00526,Joseph Shaw,"King, Nixon and West",34,Self-Employed,39630.87,5668.59,0,683.0,1371722.22,24,70213.76,1,0.0364,1
APP00527,Todd Moore,Smith-Johnson,53,Salaried,75999.69,11889.96,0,645.0,4525237.71,84,75769.87,1,0.3536,0
APP00528,Michelle Jacobs,Larson-Holmes,39,Self-Employed,173510.08,53365.18,0,736.0,2486997.2,24,255481.59,0,0.0096,0
APP00529,Kristy Bryan,Smith-Joyce,41,Self-Employed,95875.96,15334.52,0,712.0,1429888.51,36,118063.22,1,0.0098,0
APP00530,Angel May,Foley Inc,54,Self-Employed,20747.91,2595.21,0,695.0,1021057.48,24,47627.57,1,0.2401,1
APP00531,Marilyn Wang,"Short, Ellison and Dixon",34,Salaried,59657.47,16204.22,0,645.0,2833630.26,24,39416.12,2,0.4791,0
APP00532,Mark Jimenez,"Howe, Moore and Johnson",29,Salaried,137372.21,38300.81,0,708.0,8498586.69,60,312401.91,2,0.123,0
APP00533,Donna Frye,Moore-Baker,34,Salaried,59696.34,9094.27,0,744.0,2837726.22,36,133369.66,2,0.0253,0
APP00534,Dr. Michael Evans,"Wright, Scott and Evans",43,Salaried,32534.36,8909.55,0,641.0,2243642.56,60,74506.63,0,0.6367,1
APP00535,Anthony Gonzales,"Ross, Hardin and Navarro",22,Salaried,130855.52,12991.15,0,658.0,4038604.12,120,340433.41,0,0.0025,0
APP00536,Mr. Lawrence Edwards,"Nguyen, Olson and Freeman",44,Salaried,100564.95,16956.98,0,782.0,3607796.33,84,98941.8,0,0.0035,0
APP00537,Morgan Valencia,"Warner, Weiss and Davis",33,Salaried,62887.15,12683.73,0,592.0,4443636.15,48,101923.69,3,0.8138,1
APP00538,Bianca Wood,"Evans, Cross and Johnston",49,Salaried,63985.02,5572.38,0,770.0,1180616.62,12,160635.02,0,0.0019,0
APP00539,Emma Owens,Deleon LLC,21,Self-Employed,106662.47,11027.98,0,832.0,6373540.25,84,146004.79,0,0.0001,0
APP00540,David Davis,Hobbs-Hamilton,30,Salaried,48914.47,6129.45,0,813.0,620926.32,24,29849.05,1,0.0006,0
APP00541,James Gilbert,Kane and Sons,21,Salaried,92208.16,22215.37,0,728.0,3798127.21,84,99679.44,2,0.0224,0
APP00542,Sean Moore,"Delgado, Guzman and Smith",30,Self-Employed,82946.21,26939.89,0,684.0,1758803.12,48,76757.43,4,0.3924,1
APP00543,Kenneth Edwards,"Reyes, Torres and Williams",40,Self-Employed,76253.18,24796.65,0,821.0,3654944.54,48,170821.72,1,0.0295,0
APP00544,Kathleen Robertson,"Cunningham, Murphy and Wolfe",36,Self-Employed,67817.77,19398.69,0,552.0,4061619.52,36,96454.26,1,0.8569,0
APP00545,Mr. Alexander Landry MD,Williams Ltd,35,Self-Employed,53525.9,6182.39,0,675.0,748428.01,36,111403.25,2,0.0262,0
APP00546,Cindy Gomez,Maddox-Mullins,36,Self-Employed,127346.53,50899.57,0,711.0,2779511.61,48,296040.38,2,0.2137,1
APP00547,Johnny Khan,"Wagner, Walker and Roberts",40,Salaried,47879.51,935.55,0,727.0,1558795.12,12,59168.41,0,0.0022,0
APP00548,Julie Herrera,Hernandez-Rogers,28,Salaried,29291.93,8069.96,0,768.0,801074.01,24,60692.43,1,0.0214,0
APP00549,Jessica Khan,Duncan-Williams,45,Salaried,98624.13,22748.49,0,683.0,3451173.19,60,48590.36,2,0.1896,0
APP00550,Pamela Diaz,Baker-Ross,45,Salaried,99372.47,4929.98,0,750.0,6867840.02,48,73677.83,0,0.0052,0
APP00551,Kelly Lee,Ayala-Anderson,42,Self-Employed,92022.07,13321.01,0,712.0,1663056.74,12,77223.43,0,0.0053,0
APP00552,Angel Gordon,Castillo and Sons,44,Salaried,88872.7,17217.82,0,690.0,3323565.68,48,102821.59,0,0.0339,0
APP00553,Diana Hays,Foster-Duncan,41,Salaried,61895.92,4010.83,0,662.0,2440276.53,60,90283.03,3,0.1088,0
APP00554,Barbara Hester,"Gilbert, Fitzgerald and Sanchez",58,Salaried,107786.68,18531.54,0,710.0,3106468.64,84,166750.56,2,0.1163,0
APP00555,Robert Morgan,Adams Group,37,Salaried,66816.06,5144.54,1,,1918315.25,12,71524.43,0,0.0038,0
APP00556,Nicole Gonzalez,Cohen-Johnston,35,Salaried,53450.31,10641.62,0,762.0,2933627.21,60,32032.03,1,0.0248,0
APP00557,Kathryn Williams,Powers Group,30,Salaried,54250.64,11589.18,0,757.0,2662113.0,60,106303.25,0,0.0097,0
APP00558,Gary Wells,Bailey-Flores,28,Self-Employed,227310.32,9997.55,0,794.0,13813630.19,84,124306.25,1,0.0004,0
APP00559,Larry Robertson,"Rios, Carrillo and Jackson",26,Salaried,27083.23,4601.97,0,657.0,983240.13,24,62542.36,0,0.0356,0
APP00560,Louis Martin,Jensen-Branch,29,Self-Employed,79456.0,19641.23,0,581.0,3845881.71,12,196572.82,2,0.58,0
APP00561,Nancy Evans MD,Hanson-Alexander,37,Salaried,32035.51,706.39,0,731.0,2102019.01,36,72106.48,1,0.0149,0
APP00562,Kim Erickson,Gonzalez LLC,41,Salaried,68101.04,15548.25,1,,4295793.58,48,120044.6,0,0.0994,0
APP00563,Robert Richardson,Todd Inc,39,Salaried,57467.39,14641.28,0,773.0,3861889.5,48,107441.74,1,0.0704,0
APP00564,Veronica Silva,Singh and Sons,30,Self-Employed,13185.74,5037.67,1,,371026.93,60,22726.43,1,0.4396,1
APP00565,Molly Watts,"Mcintosh, Melton and Wilkins",47,Salaried,90094.02,19522.73,0,713.0,6407961.85,36,227282.2,2,0.3215,0
APP00566,John Coffey,Cooper Inc,45,Self-Employed,52116.47,4092.29,0,767.0,3178239.4,84,145742.94,1,0.0144,0
APP00567,Paula Lane,Cole-Johnson,36,Salaried,26196.64,5228.12,1,,1563637.34,24,36948.7,1,0.1799,0
APP00568,Lauren Jackson,Singh and Sons,31,Salaried,92286.77,19340.46,0,786.0,4803961.48,84,168760.63,1,0.0075,0
APP00569,Lisa Randall,Payne LLC,43,Self-Employed,181581.81,50925.48,0,683.0,12891596.11,48,391393.25,1,0.2851,1
APP00570,Michael Johnson,"Webb, Blair and Thomas",40,Salaried,138192.53,47336.68,0,648.0,5319554.74,60,57559.33,3,0.6808,1
APP00571,Ashley Smith,"Barnett, Bennett and Escobar",24,Salaried,67550.84,12952.95,0,693.0,3816106.14,60,111005.09,2,0.0654,0
APP00572,Christian Vaughn,"Williams, Jackson and Campbell",37,Self-Employed,64031.5,10273.11,0,765.0,3453133.87,84,125575.25,2,0.0283,0
APP00573,Reginald Knapp,"Williamson, Brown and Pena",41,Salaried,129978.35,24706.93,0,661.0,7269082.91,36,269715.47,1,0.1172,0
APP00574,Nancy Brown,Jones Ltd,29,Salaried,131332.79,19315.3,0,581.0,7497511.72,36,173018.82,3,0.4097,0
APP00575,Daniel Nguyen,Alvarado-Durham,40,Salaried,117706.92,24970.82,0,738.0,2759680.38,84,130381.14,0,0.0059,0
APP00576,Kelly Edwards,Lin-Smith,23,Salaried,37084.54,2792.94,0,601.0,1221679.14,12,34094.82,1,0.0403,0
APP00577,Thomas Peterson,"Hughes, Whitney and Romero",51,Self-Employed,79155.81,21466.94,0,661.0,2812820.53,48,129628.77,2,0.5457,0
APP00578,Raymond Le,"Garcia, Stewart and Delacruz",50,Self-Employed,93516.51,21536.44,0,727.0,5319218.25,24,231551.12,4,0.5557,0
APP00579,Melissa Bishop,"Miller, Gonzalez and Rasmussen",35,Salaried,29477.46,5838.31,0,740.0,1620519.79,12,72768.31,1,0.0654,0
APP00580,David Grant,"House, Smith and Wright",42,Self-Employed,91323.86,7458.77,0,800.0,5662259.68,60,122624.81,0,0.0018,0
APP00581,William Evans,"Torres, Burns and Garner",21,Salaried,152960.47,10684.62,0,732.0,9072261.16,60,168969.33,3,0.0036,0
APP00582,Daniel Bush,Reed LLC,26,Salaried,78856.14,24316.58,0,848.0,3766329.32,60,164876.04,0,0.0024,0
APP00583,Gregory Peck,Garrett-Young,35,Salaried,129151.93,49475.14,0,627.0,2634300.1,36,241452.98,2,0.5164,0
APP00584,Denise Martinez,"Hill, Brown and Scott",27,Self-Employed,61944.64,13731.85,0,711.0,3105118.3,48,97123.02,2,0.0737,1
APP00585,Jamie Baird,Zamora-Briggs,45,Salaried,72375.63,30038.48,0,616.0,4720596.02,120,84461.62,3,0.9854,1
APP00586,Tina Ballard,Raymond LLC,58,Salaried,89779.71,26052.43,0,764.0,4541997.17,48,62131.55,0,0.1029,0
APP00587,Dwayne Klein,Hernandez Group,26,Salaried,40957.37,3687.43,0,733.0,2692438.85,36,96330.93,0,0.0059,0
APP00588,Jeremy Scott,"Taylor, Blair and Meyer",30,Self-Employed,28904.95,5738.9,0,763.0,2079514.39,36,53207.75,4,0.2882,1
APP00589,Dale Ryan,"Salazar, Garrett and Perez",40,Salaried,124951.91,17746.48,0,667.0,4192403.27,84,167409.15,2,0.0563,0
APP00590,Melissa Taylor,Berry Group,54,Salaried,140238.0,32062.35,0,785.0,7768817.94,48,347402.76,1,0.0398,0
APP00591,Laurie Sanchez,Browning-Murphy,26,Self-Employed,26858.15,4893.44,0,743.0,1192435.12,36,52464.6,1,0.0192,0
APP00592,Kiara Little,"Anderson, Delgado and Carpenter",40,Salaried,109255.74,27046.65,0,696.0,4293565.7,48,270261.91,1,0.0773,0
APP00593,Jason Love,"Mcbride, Huffman and Parker",56,Salaried,72722.8,19095.95,0,713.0,1919301.89,36,106514.72,2,0.2934,0
APP00594,Randy Smith,"Roach, Browning and Jordan",21,Salaried,64087.35,7201.24,0,719.0,1714649.17,48,98989.24,2,0.0049,0
APP00595,Tanya Russell,Douglas PLC,25,Salaried,71715.04,12427.45,1,,1656498.16,24,186226.68,0,0.0039,0
